fiscal_quarter,y_true,guid_available,pred__mean,pred__naive,pred__seasonal_naive_q4,pred__ma,pred__drift,pred__guid_mid,pred__guid_affine,pred__guid_blend,pred__linear_lag_guid,pred__ridge_lag_guid,pred__elasticnet_lag_guid,pred__rf_lag_guid,pred__xgb_lag_guid,pred__auto_arima_small,pred__auto_ets,pred__auto_theta,pred__prophet,pred__lgbm_lag_guid,pred__sarimax_guid
FY2021_Q4,5000000000.0,1,4475000000.0,5200000000.0,4300000000.0,4475000000.0,5500000000.0,5050000000.0,4708824858.154331,5101750087.879496,7099972425.567217,5436796095.826296,5382945050.477572,4141685324.170633,3569884928.0,5200000000.0,4863814160.776434,5200000000.0,5200000000.0,2994714009.4352136,4779315996.028852
FY2022_Q1,3500000000.0,1,4650000000.0,5000000000.0,4400000000.0,4650000000.0,5200000000.0,3400000000.0,3596105497.3544974,3951623618.881692,3737345823.254999,3846839760.24526,3861887822.6266384,3753307586.444445,3904950784.0,5000000000.0,4959908284.848005,5000000000.0,5000000000.0,2676649997.5760508,4276805130.867482
FY2022_Q2,5400000000.0,1,4425000000.0,3500000000.0,4000000000.0,4425000000.0,3333333333.333333,5200000000.0,4863301240.540919,4632158195.687501,4765825923.603371,4795316752.33405,4753183377.459145,4343440787.79365,4572672512.0,3500000000.0,3959984878.1922255,3500000000.0,3500000000.0,5322632107.99626,3692939992.903549
FY2022_Q3,5800000000.0,1,4775000000.0,5400000000.0,5200000000.0,4775000000.0,5466666666.666667,5250000000.0,4991983377.557353,5297313323.812567,6072149067.522263,5565335608.275362,5511522300.079123,4534891017.646826,4793773056.0,4912718477.822981,4907313674.005845,5400000000.0,5400000000.0,4553716681.681852,5049812356.536348
FY2022_Q4,6400000000.0,1,4925000000.0,5800000000.0,5000000000.0,4925000000.0,6066666666.666667,6350000000.0,5974764256.501907,6175926984.590098,7712766289.219387,6305313350.076784,6262304074.793161,4929430544.17328,5305481216.0,5800000000.0,5504799100.466891,5800000000.0,5800000000.0,5097681411.896634,5769440154.788438
FY2023_Q1,6700000000.0,1,5275000000.0,6400000000.0,3500000000.0,5275000000.0,7366666666.666667,6300000000.0,6032334971.219858,6331474817.8197,6977878309.026921,6718325654.990934,6651071211.754644,5400714546.980162,4680923648.0,6400000000.0,6125185429.648716,6400000000.0,6400000000.0,6401002485.964865,6049231895.985107
FY2023_Q2,6900000000.0,1,6075000000.0,6700000000.0,5400000000.0,6075000000.0,7133333333.333333,6750000000.0,6534333471.19607,6734236456.374294,7412705689.546432,7071873025.57542,7022731813.28906,5923870764.738099,4811901440.0,6700000000.0,6531182687.144806,6700000000.0,6700000000.0,6671819837.557076,6522836040.26956
FY2023_Q3,6700000000.0,1,6450000000.0,6900000000.0,5800000000.0,6450000000.0,7266666666.666667,6750000000.0,6603311127.664197,6797272998.31204,7291528546.74806,7082642395.965945,7043387871.394072,6347052829.134917,6897692672.0,6900000000.0,6792502532.813919,6900000000.0,6900000000.0,6902049032.855147,6615128317.449339
FY2023_Q4,7200000000.0,1,6675000000.0,6700000000.0,6400000000.0,6675000000.0,6800000000.0,6900000000.0,6748403159.569395,6837010710.792801,7354900375.969049,7199941311.231194,7107700678.11833,6322563180.182538,6845978112.0,6700000000.0,6727284859.378283,6700000000.0,6700000000.0,6805436898.583078,6476271257.020288
FY2024_Q1,5300000000.0,1,6875000000.0,7200000000.0,6700000000.0,6875000000.0,7366666666.666667,5250000000.0,5360398647.95581,5862139533.295829,5234075557.0372505,5498281906.734198,5631112461.269037,6412911874.424603,6523630592.0,7200000000.0,7059944940.96106,7200000000.0,7200000000.0,6782585343.245777,6484850759.60932
FY2024_Q2,6200000000.0,1,6525000000.0,5300000000.0,6900000000.0,6525000000.0,4766666666.666667,5950000000.0,5973196562.496628,5755533813.296639,5266692798.151611,5346862600.92003,5433899986.792183,6495306700.636241,5826446336.0,5300000000.0,5847383547.302958,5300000000.0,5300000000.0,6791511331.045974,5279125535.732282
FY2024_Q3,7500000000.0,1,6350000000.0,6200000000.0,6700000000.0,6350000000.0,6033333333.333333,7000000000.0,6920142775.92424,6763747082.948646,7209971385.017471,6872171644.9095335,6823817847.902202,6603445118.253968,6915325952.0,6090586159.267058,6091315511.686046,6200000000.0,6200000000.0,6604802598.462688,6284429918.973405
FY2024_Q4,9300000000.0,1,6550000000.0,7500000000.0,7200000000.0,6550000000.0,7600000000.0,9000000000.0,8793479134.257837,8568737910.1772,9298071830.696306,9164459314.230766,8895545103.03473,7005620475.396823,6628657152.0,7046968364.700159,7040591148.448036,7500000000.0,7500000000.0,7022186901.484989,7913891096.50139
FY2025_Q1,7700000000.0,1,7075000000.0,9300000000.0,5300000000.0,7075000000.0,10633333333.333334,7750000000.0,7750760538.143565,8173751849.17051,9366231650.80586,9018348914.785091,8874621118.718102,7804959523.809522,8294472704.0,9300000000.0,8715113435.574364,9300000000.0,9300000000.0,7997067030.33193,8627059502.21205
FY2025_Q2,7700000000.0,1,7675000000.0,7700000000.0,6200000000.0,7675000000.0,8200000000.0,7450000000.0,7468768021.20562,7516054841.609533,7925426196.138672,7805971647.521928,7771667191.555963,7985100396.825398,7809074688.0,7980982080.725547,7981291856.490903,7700000000.0,7700000000.0,7698976871.901346,7324090374.293535
FY2025_Q3,7500000000.0,1,8050000000.0,7700000000.0,7500000000.0,8050000000.0,7766666666.666667,7650000000.0,7675271052.220164,7663239655.994124,8154862193.593241,8001507232.257962,7922654195.163671,8049436904.761908,7633929728.0,7786935884.92065,7788323572.533493,7700000000.0,7700000000.0,7705147214.446373,7529810534.223714
FY2025_Q4,9767300000.0,1,8050000000.0,7500000000.0,9300000000.0,8050000000.0,6900000000.0,9500000000.0,9363850932.0622,8970617421.792452,9530064926.79298,9257629684.21035,9099204154.356497,8050918650.793649,8601491456.0,7588209433.691432,7589955219.215679,7500000000.0,7500000000.0,7996940541.066967,7964779230.746872
