trace_id,ticker,quarter,guidance_availability,actual,baseline_prediction,online_anchor_prediction,pre_ram_prediction,final_came_prediction,compressed_base_delta_log,compressed_base_support,intrinsic_delta_log,intrinsic_support,temporal_delta_log,temporal_support,guidance_delta_log,guidance_support,guidance_active,base_weight,intrinsic_weight,temporal_weight,guidance_weight,blend_support_sum,ram_active,ram_reason,ram_history_n,ram_prior_signed_log_error,normalized_card_ids_json,normalized_card_count,public_release_status,derived_artifact_status,source_material_access_status,source_material_redistribution_status,verbatim_text_status
ASML:FY2025_Q2,ASML,FY2025_Q2,explicit_numeric,7700000000.0,7450000000.0,7450000000.0,7571425236.513899,7571425236.513899,0.005830882668817,0.0870020282926158,0.0311162438456117,0.1806825714480618,0.0132572169357078,0.5262925372709792,0.0,0.0,0,0.137956570397954,0.2203135890351452,0.6417298405669007,0.0,0.6978205553025381,0,not_no_guidance_current_kept,0,,"[""122e7fc8b023a86bae6c"",""5e2df2111528aff4f7bc""]",2,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
ASML:FY2025_Q3,ASML,FY2025_Q3,explicit_numeric,7500000000.0,7650000000.0,7650000000.0,7691363152.732443,7691363152.732443,0.0029294060341496,0.0671644145090217,-0.0019849288569388,0.4521742563665158,0.0143375985015972,0.4376435567380809,0.0,0.0,0,0.2089757831507143,0.4019708099276795,0.3890534069216061,0.0,0.5624466319430864,0,not_no_guidance_current_kept,0,,"[""5b5a101b84f58f61d423"",""4928bcd1547f509d1ef6""]",2,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
ASML:FY2025_Q4,ASML,FY2025_Q4,explicit_numeric,9767300000.0,9500000000.0,9500000000.0,9630344776.267223,9630344776.267223,-0.0203096159302483,0.1450686852160595,0.0322458322003756,0.3221029068950849,0.0146611612024114,0.506112187378442,0.0,0.0,0,0.1883015233625456,0.3156793937407876,0.4960190828966668,0.0,0.857976183002492,0,not_no_guidance_current_kept,0,,"[""e2708b732044f22e0bb5"",""6d36985c8aa6bfeff138"",""088288e2b184bc31be5a"",""509008ec4f27f83c8014""]",4,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2019_Q1,AVGO,FY2019_Q1,none,5789000000.0,5327000000.0,5444000000.0,5444000000.0,5444000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,insufficient_prior_no_guidance_history_current_kept,0,,[],0,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2019_Q2,AVGO,FY2019_Q2,none,5517000000.0,5789000000.0,4844000000.0,4844000000.0,4844000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,insufficient_prior_no_guidance_history_current_kept,5,,"[""6c405984929bd530df60"",""df0591b547f3f4584b3d"",""91b2f3a6ae177cf82513"",""506510ca041807c29b8c"",""48bf5b106e987f03b064"",""79e02d6c01e4574fa64d""]",6,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2019_Q3,AVGO,FY2019_Q3,none,5515000000.0,5517000000.0,4139000000.0,4139000000.0,5332249973.614797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,prior_signed_error_strength_active,8,0.2095735134835755,"[""3f9a1d3e409b5a826d66"",""0f23c69aaf9ba1d8f927""]",2,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2019_Q4,AVGO,FY2019_Q4,none,5776000000.0,5515000000.0,5327000000.0,5327000000.0,5615812470.230438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,prior_signed_error_strength_active,14,0.1808792808408042,"[""77426697eed678dd8951""]",1,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2020_Q1,AVGO,FY2020_Q1,none,5858000000.0,5776000000.0,5716999964.776133,5716999964.776133,5720494985.50088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,prior_signed_error_strength_active,20,0.1641825725209362,"[""be5af738adcf605740d7"",""afaced48504d931622ef"",""618c8954a0e3aff861c0"",""b86cfb980dcb1ef7f758"",""81ba1990fd7b42614ab8"",""025bf8f1bd4e4e793c6d""]",6,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2020_Q2,AVGO,FY2020_Q2,explicit_numeric,5742000000.0,5700000000.0,5727071414.447644,5700000000.0,5700000000.0,0.0,0.0,-0.0022713402425659,0.0,0.0,0.0,-0.004738128276539,1.0,1,0.0,0.0,0.0,1.0,1.0,0,not_no_guidance_current_kept,0,,"[""b180cd23330089444694"",""8fd400623b3e555ce94b"",""befaafc9ff0c3347f1a9"",""8b593903e33539209cfc"",""4a97c4e9e97a5ba0169f""]",5,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2020_Q3,AVGO,FY2020_Q3,explicit_numeric,5821000000.0,5750000000.0,5728066623.99064,5750000000.0,5750000000.0,0.0,0.0,0.0018320724677226,0.0,0.0,0.0,0.0038217939352754,1.0,1,0.0,0.0,0.0,1.0,1.0,0,not_no_guidance_current_kept,0,,"[""a4fdbfb039a5edc6351a"",""8f88f11a4e9e1231d7a1"",""08e46cff2283b9118c60"",""e30bc2c7b53e00bc9c49"",""ef146e193f9dd90cffed"",""5b69498862a9757e8f8c"",""987daa5d36b2b7c2c360"",""89274c46820b6b6eb4e9"",""b388f20f067c3a092607""]",9,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2020_Q4,AVGO,FY2020_Q4,explicit_numeric,6467000000.0,6400000000.0,5733874972.299529,6316095281.274735,6316095281.274735,0.0,0.0,0.0443932167355318,0.0,0.0366985553395731,0.3051494148317837,0.10990642776381,0.986143505200028,1,0.0,0.0,0.180264880675224,0.8197351193247759,1.2030026309136597,0,not_no_guidance_current_kept,0,,"[""84601ad5425e86b4f458"",""1d0225f7c69233920e7f"",""ebba7772c2eb92fb3544"",""3ec815538b1f232823a1"",""6bc80cdf28050872ae80"",""7ed2f7b9c876d5983c52""]",6,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2021_Q1,AVGO,FY2021_Q1,none,6655000000.0,6467000000.0,5776999959.045299,5823865636.790723,5882785577.175968,0.0,0.0,0.0,0.0,0.0080797303124053,0.5281657385229918,0.0,0.0,0,0.0,0.0,1.0,0.0,0.3961243038922438,1,prior_signed_error_strength_active,38,0.120560685766804,"[""f0a489fe43a914912001"",""cede79944b332dd66e0f"",""e05412e6e1c467843c29"",""98299fb7d36e12f077da""]",4,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2021_Q2,AVGO,FY2021_Q2,explicit_numeric,6610000000.0,6500000000.0,6655000000.0,6580053521.970849,6580053521.970849,0.0,0.0,-0.0017475682056184,0.0,0.0346962365770758,0.4108615532805719,-0.0235662749454835,0.7723654772184647,1,0.0,0.0,0.2100956879611464,0.7899043120388536,0.9777962538587508,0,not_no_guidance_current_kept,0,,"[""8a82dcc65372fd9af5ae"",""bd92ba3a63f2a85ecf3d"",""d51926f189ce87f1b015"",""346b85dd3c8dac453748"",""bc2dd49b537ecb943f60""]",5,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2021_Q3,AVGO,FY2021_Q3,explicit_numeric,6778000000.0,6750000000.0,6750000000.0,6874989683.303349,6874989683.303349,0.0025772739409458,0.072989962634311,0.0109480394403276,0.0,0.021970684850593,0.4327657594828701,0.0,0.0,0,0.1868184411099335,0.0,0.8131815588900665,0.0,0.4393716483554502,0,not_no_guidance_current_kept,0,,"[""157f06a34c91f4048f4a"",""d9e6c103b28d4ae71cbe"",""98272060b19208e94e7a"",""6d6d58965f655f1c5691""]",4,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2021_Q4,AVGO,FY2021_Q4,explicit_numeric,7407000000.0,7350000000.0,7350000000.0,7570749652.114145,7570749652.114145,0.0048947581019387,0.1129103893749525,0.019908610315831,0.0,0.0385455660172131,0.429248951534622,0.0,0.0,0,0.266079417078471,0.0,0.733920582921529,0.0,0.4791419681759573,0,not_no_guidance_current_kept,0,,"[""8b64431d55702df66c55"",""37eafb3a5e44a707d0a0"",""35d11c3a5247817fe1ab"",""0a5bd37ae949395d1ec2"",""88e46f1a86ac4b4e707c"",""3149ffdbd420d5aee3c1"",""7169d1fc137e5828aada"",""64df3d4471f33b1946c5"",""05a801c3fe1d7e980b15"",""bd801b2f444c70903724""]",10,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2022_Q1,AVGO,FY2022_Q1,explicit_numeric,7706000000.0,7600000000.0,7600000000.0,7755383815.304123,7755383815.304123,0.0011311341964654,0.1106486600229598,0.0144702282097432,0.0,0.0271460406134698,0.4264608245973797,0.0,0.0,0,0.2655016230545748,0.0,0.7344983769454251,0.0,0.4722909317529259,0,not_no_guidance_current_kept,0,,"[""dd6c006823e426461d63"",""bd22744cca076f84f008"",""011b66e50757b46b8ea7"",""11a02166243829a84fb7""]",4,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2022_Q2,AVGO,FY2022_Q2,explicit_numeric,8103000000.0,7900000000.0,7900000000.0,8051386429.373712,8051386429.373712,0.0028695507396115,0.104614581754666,0.0242401235726434,0.3132763383350324,0.0224402266906766,0.4114713270562529,0.0,0.0,0,0.2082049367161479,0.3422579609185769,0.4495371023652751,0.0,0.6187473169460022,0,not_no_guidance_current_kept,0,,"[""bb1af61aec809af9ee09"",""90d45d48a1947332ded7"",""30d82f42dd6b5010215f"",""7ee7343c6cdf83b115ba"",""b06a0a962674ffff6631""]",5,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2022_Q3,AVGO,FY2022_Q3,explicit_numeric,8464000000.0,8400000000.0,8400000000.0,8483346128.565304,8483346128.565304,0.0081143700806999,0.1173240389785124,0.0123817694772523,0.4830651185668355,0.0081124934963795,0.5112288455847002,0.0,0.0,0,0.1512381437242489,0.4123601887563765,0.4364016675193746,0.0,0.9028252663456934,0,not_no_guidance_current_kept,0,,"[""5bc767c990ee08a203c1"",""316982f769848534b4f5"",""94417965dbf3484ae410"",""45ad9965971858ccfc5b""]",4,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2022_Q4,AVGO,FY2022_Q4,explicit_numeric,8930000000.0,8900000000.0,8900000000.0,9235067426.83454,9235067426.83454,0.0024049532686564,0.0903788825938987,0.069611892367739,0.325269938961901,0.0201768633868929,0.4108901790531169,0.0,0.0,0,0.1278046229066505,0.3853766729919733,0.4868187041013762,0.0,0.758406961770212,0,not_no_guidance_current_kept,0,,"[""9819663e9b2fb97d1316"",""a5d2e513d05a7f7b1244"",""03cf5343f124358f04ea"",""e91c2f57be167bb0f334""]",4,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2023_Q1,AVGO,FY2023_Q1,explicit_numeric,8915000000.0,8900000000.0,8900000000.0,9207905032.450674,9207905032.450674,0.0031140778351429,0.044820594474312,0.0203324528458103,0.0,0.0384532724179918,0.4331046552685235,0.0,0.0,0,0.1257015456491152,0.0,0.8742984543508847,0.0,0.4036975011588466,0,not_no_guidance_current_kept,0,,"[""c73eef2948fa0f596801"",""3cf583bb1d048043c1e7"",""687a78ec78db97a750f0"",""9a8e112a2b15f332bc58""]",4,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2023_Q2,AVGO,FY2023_Q2,explicit_numeric,8733000000.0,8700000000.0,8700000000.0,8869817408.758942,8869817408.758942,0.0018586780429101,0.0639941128965615,0.0587115832143573,0.1817597816096741,0.007817544078066,0.5164256266704449,0.0,0.0,0,0.0903619276806747,0.2368076092794411,0.672830463039884,0.0,0.7317721633088493,0,not_no_guidance_current_kept,0,,"[""7930ddc3c377d0968c44"",""89938a46e15fbb003292"",""8de3ee9b745ff9b20984"",""2eb80d3a413e73896f8c"",""75eb4e80c833876a7415"",""bcd739a19234692b51bc""]",6,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2023_Q3,AVGO,FY2023_Q3,explicit_numeric,8876000000.0,8850000000.0,8850000000.0,8877295047.461077,8877295047.461077,0.0031396895680276,0.1168944221614458,0.0031868741016712,0.4219681660577756,0.002949682025958,0.4482358833995537,0.0,0.0,0,0.1965778348551439,0.3895851528245113,0.4138370123203447,0.0,0.7322441958135081,0,not_no_guidance_current_kept,0,,"[""49ae57df83fbb17ac231"",""bd59d0d22bd86e81d041"",""381f590f0ddc8d778d31"",""4fa2818ad47335c1ba04"",""1cf6e910859f9b6a9dd8"",""fbbb6152b986fea410a2"",""f5b1faffdbf475de84ee""]",7,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2023_Q4,AVGO,FY2023_Q4,explicit_numeric,9295000000.0,9270000000.0,9270000000.0,9392307807.096786,9392307807.096786,0.0025263668941603,0.0482884190051932,0.0144955166443372,0.1697642487082177,0.0148435200832414,0.420651932969787,0.0,0.0,0,0.13389450008279,0.2490340780932191,0.6170714218239909,0.0,0.4486927810583136,0,not_no_guidance_current_kept,0,,"[""7e62a453da0e7d434bcf"",""7ccab2436e4d513cc8fd"",""e4f4f057f7255f5f4609"",""9103d762692bdb0321fc"",""2776ccaff8280af4897f""]",5,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2024_Q1,AVGO,FY2024_Q1,none,11961000000.0,9295000000.0,9295000000.0,9348831080.972342,9425576270.03546,0.004097710357821,0.0997215839190561,0.0113442911782894,0.1946180555555555,0.0040023868413157,0.4944532424250462,0.0,0.0,0,0.1523050806609761,0.2394189649018419,0.608275954437182,0.0,0.7124994968747532,1,prior_signed_error_strength_active,78,0.0824250564654368,"[""447537fa1eca0570a0d2"",""168baaa7d37bfaff754d"",""93de7f92ab2b11ff4165"",""758287695bf7bcd03aa2""]",4,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2024_Q2,AVGO,FY2024_Q2,none,12487000000.0,11961000000.0,11961000000.0,12204889636.13215,12347748466.469095,0.0187349976480161,0.2451673826759987,0.0371311091356845,0.5971401115321158,0.0019786882235237,0.5356221679657797,0.0,0.0,0,0.1826625553315528,0.430862663510502,0.3864747811579451,0.0,1.3600684469802873,1,prior_signed_error_strength_active,82,0.0780835127292811,"[""6b8ebc77e9978a888dc8""]",1,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2024_Q3,AVGO,FY2024_Q3,none,13072000000.0,12487000000.0,12487000000.0,12604670638.359535,12604670638.359535,0.0179490038028388,0.2167691509539195,0.0,0.0,0.0030263151752426,0.5263258194686697,0.0,0.0,0,0.4257284129480515,0.0,0.5742715870519485,0.0,0.6873827183892938,0,proposal_not_upward_current_kept,86,0.0769063466162093,"[""86ab70a7db9acc97ac79"",""a08e4ffbedf205637a6c""]",2,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2024_Q4,AVGO,FY2024_Q4,explicit_numeric,14054000000.0,14000000000.0,14000000000.0,14060372627.36212,14060372627.36212,-0.0039581435601935,0.0753226998974445,0.0158987171635933,0.1365906867754579,0.0020597578103109,0.4060691890966809,0.0,0.0,0,0.1305140322564817,0.2188547389556655,0.6506312287878527,0.0,0.5958156840822686,0,not_no_guidance_current_kept,0,,"[""769abe3f7cbbbf7f7440"",""e4b94e4e0f475b230d6d"",""4869d60946c933e99aa6""]",3,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2025_Q1,AVGO,FY2025_Q1,explicit_numeric,14916000000.0,14600000000.0,14600000000.0,14899370683.270077,14899370683.270077,0.0005712293321084,0.1054132241021614,0.0153790039901783,0.2164318186419569,0.0323956153302063,0.3185787265380663,0.0,0.0,0,0.2090697807305704,0.3199609191212558,0.4709693001481737,0.0,0.5640403564516082,0,not_no_guidance_current_kept,0,,"[""21feb32e1f2f56ed06a1"",""9bf1279f4225b27492d9"",""5870fc996a9d156c3224""]",3,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2025_Q2,AVGO,FY2025_Q2,explicit_numeric,15004000000.0,14900000000.0,14900000000.0,15013201520.71492,15013201520.71492,0.0062549222404278,0.090990960943761,0.0247816676640539,0.0761355250912957,0.0051696843044546,0.4897149051148226,0.0,0.0,0,0.1543457002889411,0.1137833086576617,0.7318709910533971,0.0,0.6202722139934977,0,not_no_guidance_current_kept,0,,"[""4f4421077a91728f8e2e"",""f239639164eb90987a02"",""d4007811d75b11e108a4"",""c454402a570c2750be4d"",""c8c215a9ce7b8764217e"",""2d68f839a4b4124ff595""]",6,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2025_Q3,AVGO,FY2025_Q3,explicit_numeric,15952000000.0,15800000000.0,15800000000.0,15911972589.962715,15911972589.962715,0.0022542858979064,0.1407798358322864,0.0089467740712175,0.4530558437854801,0.0077689140243838,0.4659425993173969,0.0,0.0,0,0.2112622571624664,0.3888387910649716,0.3998989517725619,0.0,0.8110360692178615,0,not_no_guidance_current_kept,0,,"[""61f4325bc9cf485236ae"",""f10de404b71379a95ea0"",""9ef7ec646fdd4f72466a"",""3690abacdf00d4f4b3bf"",""5fd3ef0ee21cfc7e5242""]",5,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
AVGO:FY2025_Q4,AVGO,FY2025_Q4,explicit_numeric,18015000000.0,17400000000.0,17400000000.0,17442328655.127693,17442328655.127693,-0.0005008157067243,0.1025811927686717,0.0069408857532905,0.0890714694377622,0.0023584607678713,0.4439037569938195,0.0,0.0,0,0.1915959990077436,0.1351014619381936,0.6733025390540627,0.0,0.5808851581470538,0,not_no_guidance_current_kept,0,,"[""3accf88e9e078c7f585d"",""d441cf2fc2e166d329e1"",""10501067e9c391ea6c02""]",3,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
GOOGL:FY2019_Q1,GOOGL,FY2019_Q1,none,36339000000.0,39276000000.0,31146000000.0,31146000000.0,31146000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,insufficient_prior_no_guidance_history_current_kept,0,,"[""7d813a15dc4e39ca734d""]",1,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
GOOGL:FY2019_Q2,GOOGL,FY2019_Q2,no_total_revenue_guidance_but_forward_commentary,38944000000.0,36339000000.0,32657000000.0,32657000000.0,32657000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,not_no_guidance_current_kept,0,,"[""35edaccc13a20a7d6620"",""609f16afed65087ebfd3"",""0e2506e3eec6f72697d1""]",3,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
GOOGL:FY2019_Q3,GOOGL,FY2019_Q3,none,40499000000.0,38944000000.0,33740000000.0,33740000000.0,34444060803.98822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,prior_signed_error_strength_active,8,0.2095735134835755,[],0,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
GOOGL:FY2019_Q4,GOOGL,FY2019_Q4,none,46075000000.0,40499000000.0,39276000000.0,39276000000.0,39276000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,prior_signed_error_strength_active,14,0.1808792808408042,[],0,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
GOOGL:FY2020_Q1,GOOGL,FY2020_Q1,none,41159000000.0,46075000000.0,43578084104.81218,43578084104.81218,43578084104.81218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,prior_signed_error_strength_active,20,0.1641825725209362,"[""e532bf6384ea93a764cd"",""2a95bea99c3ef79eb039"",""3717b9ac8768cccae4a4"",""a64a5082b411aecf61b5""]",4,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
GOOGL:FY2020_Q2,GOOGL,FY2020_Q2,none,38297000000.0,41159000000.0,43380982724.19946,43380982724.19946,43380982724.19946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,prior_signed_error_strength_active,26,0.1297006221051704,"[""e35b97f6f0966fa75279"",""243bee9dfdac8d4d3d52"",""a29553af4ba5b1abdaa2"",""130fbbdc67d9aa9b0fc7""]",4,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
GOOGL:FY2020_Q3,GOOGL,FY2020_Q3,none,46173000000.0,38297000000.0,39568524371.87263,39568524371.87263,39568524371.87263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,prior_signed_error_strength_active,31,0.1085595699112108,"[""5535e61a9a6f83864d58"",""e6e45091fe71a7f4307c"",""c28cf5d81b7f86f42369"",""d5f1f6eec516b37fcbdb""]",4,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
GOOGL:FY2020_Q4,GOOGL,FY2020_Q4,none,56898000000.0,46173000000.0,42628046518.31728,42628046518.31728,48571693296.55502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,prior_signed_error_strength_active,35,0.1108398626241852,"[""db1a647330accc9e0f98""]",1,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
GOOGL:FY2021_Q1,GOOGL,FY2021_Q1,none,55314000000.0,56898000000.0,52434747519.7628,52367550341.26417,52367550341.26417,0.0,0.0,0.0,0.0,-0.001282360961136,0.1023120890713704,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0767340668035278,0,prior_signed_error_strength_active,38,0.120560685766804,"[""abab389251adeb0dfe40"",""295aead2770eff6f088a""]",2,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
GOOGL:FY2021_Q2,GOOGL,FY2021_Q2,none,61880000000.0,55314000000.0,55314000000.0,55314000000.0,55314000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,prior_signed_error_strength_active,43,0.1206553423479563,[],0,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
GOOGL:FY2021_Q3,GOOGL,FY2021_Q3,no_total_revenue_guidance_but_forward_commentary,65118000000.0,61880000000.0,61880000000.0,62415300565.9346,62415300565.9346,0.0224993958683698,0.1995723977164253,0.0116079306719801,0.0,0.0071734004211862,0.1574887948315255,0.0,0.0,0,0.6511736028929903,0.0,0.3488263971070097,0.0,0.3538304371176751,0,not_no_guidance_current_kept,0,,"[""fefa7e72bf828d181b95"",""9908d692b5b4f7cb1aed""]",2,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
GOOGL:FY2021_Q4,GOOGL,FY2021_Q4,none,75325000000.0,65118000000.0,65118000000.0,68273539523.062256,70017849551.5122,0.0080235419225881,0.1948002163438032,0.0,0.0,0.0761348347187208,0.4782250516489167,0.0,0.0,0,0.4230365654612686,0.0,0.5769634345387313,0.0,0.6216490808008219,1,prior_signed_error_strength_active,53,0.1235701827835939,"[""77af7f76a69865b17d6e"",""8b00446366ed1b46d053"",""f95e7e6c6aef1404dca9"",""c6320f2b7aa3cd8b862d"",""095d5691ff0cd6777f06"",""5637f989d7e340f97dc2""]",6,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
GOOGL:FY2022_Q1,GOOGL,FY2022_Q1,no_total_revenue_guidance_but_forward_commentary,68011000000.0,75325000000.0,75325000000.0,78532745845.80411,78532745845.80411,0.0102971268132723,0.0799042817013387,0.0642828509344652,0.0,0.0961258778214341,0.6045634314984011,0.0,0.0,0,0.167641603060567,0.0,0.8323583969394329,0.0,0.5563237331044095,0,not_no_guidance_current_kept,0,,"[""40fa97612f5ddd002ecd""]",1,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
GOOGL:FY2022_Q2,GOOGL,FY2022_Q2,none,69685000000.0,68011000000.0,68011000000.0,67968611992.72174,67968611992.72174,-0.0064180284017836,0.1331395279525957,0.0,0.0,0.0084429280893683,0.1531679716874342,0.0,0.0,0,0.610080153667741,0.0,0.3899198463322588,0.0,0.2946143415015799,0,prior_signed_error_strength_active,61,0.1106085018865648,"[""7851e41f6a90bf9931c4"",""a52093a3dbc1b7babf48"",""4f1a507b0d65ca5dd6b6""]",3,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
GOOGL:FY2022_Q3,GOOGL,FY2022_Q3,none,69092000000.0,69685000000.0,69685000000.0,72113702654.81992,74025181793.01248,-0.0066501583681639,0.1774914965794229,0.0,0.0,0.0609342832550077,0.4899607626662534,0.0,0.0,0,0.3946957651980152,0.0,0.6053042348019847,0.0,0.6070840923819111,1,prior_signed_error_strength_active,65,0.1014683459800075,"[""076449c9b6380a33b4f2"",""e5872ec7627b234392a5"",""fb5e7bc73a788fd50c10"",""85e28f7f021d0bc0e3d8"",""dd01c08abc2d21f8e83d""]",5,included_in_public_release,author_created_derived_forecast_trace,not_required_for_public_post_extraction_replay,not_redistributed_no_rights_grant,absent
